iteration,fitness,best_so_far,best_trial_number,best_param_0,best_param_1,best_param_2,best_param_3,best_param_4,best_param_5,best_param_6,best_param_7,best_param_8,best_param_9
1,233.93348518051494,233.93348518051494,0,39,9,0.4945683082968042,0.7511186600478471,0.9801905607969424,0.5846462833693903,0.5510084172939441,0,5,2
2,503.1011358808331,233.93348518051494,0,39,9,0.4945683082968042,0.7511186600478471,0.9801905607969424,0.5846462833693903,0.5510084172939441,0,5,2
3,230.07822773271639,230.07822773271639,2,301,10,0.30727259111886834,0.5936409273124273,0.9182155373980582,0.21985250118332517,0.5710713226063893,3,11,2
4,242.77052761708373,230.07822773271639,2,301,10,0.30727259111886834,0.5936409273124273,0.9182155373980582,0.21985250118332517,0.5710713226063893,3,11,2
5,268.13368312484175,230.07822773271639,2,301,10,0.30727259111886834,0.5936409273124273,0.9182155373980582,0.21985250118332517,0.5710713226063893,3,11,2
6,289.79506389090653,230.07822773271639,2,301,10,0.30727259111886834,0.5936409273124273,0.9182155373980582,0.21985250118332517,0.5710713226063893,3,11,2
7,216.5790579878605,216.5790579878605,6,478,8,0.1478158216056618,0.3779674163774175,0.6333352185910357,0.31160836653171786,0.9684738995825142,3,13,2
8,239.82842616855365,216.5790579878605,6,478,8,0.1478158216056618,0.3779674163774175,0.6333352185910357,0.31160836653171786,0.9684738995825142,3,13,2
9,219.7798799989452,216.5790579878605,6,478,8,0.1478158216056618,0.3779674163774175,0.6333352185910357,0.31160836653171786,0.9684738995825142,3,13,2
10,254.3340071467921,216.5790579878605,6,478,8,0.1478158216056618,0.3779674163774175,0.6333352185910357,0.31160836653171786,0.9684738995825142,3,13,2
11,268.4140588813688,216.5790579878605,6,478,8,0.1478158216056618,0.3779674163774175,0.6333352185910357,0.31160836653171786,0.9684738995825142,3,13,2
12,198.23634643149157,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
13,203.54360016933703,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
14,215.9653961466108,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
15,227.40883845479829,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
16,544.5802596915955,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
17,350.90113992941787,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
18,252.44045551863604,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
19,220.93040259470234,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
20,234.83439671772265,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
21,256.99125564264216,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
22,215.28692393503124,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
23,207.75202696877096,198.23634643149157,11,141,7,0.10009065872045803,0.992569721461207,0.7038102335273541,0.36707318020302176,0.7159182634099883,3,14,4
24,197.73711414935968,197.73711414935968,23,135,6,0.10015955768145401,0.8903494086162183,0.7746171914160137,0.4881538912649302,0.9882107855233201,3,15,3
25,195.49333662440472,195.49333662440472,24,144,6,0.11138860585853184,0.8038651163739603,0.769511674707421,0.3458978197742383,0.8854851610655451,2,15,3
26,219.5577804086712,195.49333662440472,24,144,6,0.11138860585853184,0.8038651163739603,0.769511674707421,0.3458978197742383,0.8854851610655451,2,15,3
27,216.42117222528412,195.49333662440472,24,144,6,0.11138860585853184,0.8038651163739603,0.769511674707421,0.3458978197742383,0.8854851610655451,2,15,3
28,210.2146902574272,195.49333662440472,24,144,6,0.11138860585853184,0.8038651163739603,0.769511674707421,0.3458978197742383,0.8854851610655451,2,15,3
